"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-13",,"0.73","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-14",,"0.56","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-15",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-16",,"1.03","8.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-17",,"0.22","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-18",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-19",,"0.08","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-20",,"0.61","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-21",,"0.21","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-22",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-23",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-24",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-25",,"0.45","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-26",,"0.10","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-27",,"1.83","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-28",,"0.01","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-29",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-11-30",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-01",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-02",,"0.30","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-03",,"0.43","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-04",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-05",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-06",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-07",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-08",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-09",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-10",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-11",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-12",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-13",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-14",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-15",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-16",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-17",,"0.58","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-18",,"0.01","0.1",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-19",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-20",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-21",,"0.11","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-22",,"0.68","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-23",,"0.01","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-24",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-25",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-26",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-27",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-28",,"0.05","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-29",,"0.29","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-30",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2018-12-31",,"0.00","0.0",,,,,,,,,,,,
"US1MAMD0081","WAKEFIELD 0.5 NNW, MA US","2019-01-01",,"0.70","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-01",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-02",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-03",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-04",,"1.20","14.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-05",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-06",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-07",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-08",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-09",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-10",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-11",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-12",,"0.12","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-13",,"0.60","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-14",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-15",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-16",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-17",,"0.35","4.3",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-18",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-19",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-20",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-21",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-22",,"0.16","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-23",,"0.80","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-24",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-25",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-26",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-27",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-28",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-29",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-30",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-01-31",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-01",,"0.04","0.4",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-02",,"0.28","0.1",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-03",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-04",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-05",,"0.42","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-06",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-07",,"0.78","3.3",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-08",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-09",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-10",,"0.03","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-11",,"1.10","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-12",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-13",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-14",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-15",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-16",,"0.05","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-17",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-18",,"0.62","7.3",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-19",,"0.06","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-20",,"0.10","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-21",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-22",,"0.11","1.1",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-23",,"0.03","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-24",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-25",,"0.49","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-26",,"0.01","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-27",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-02-28",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-01",,"0.01","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-02",,"1.47","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-03",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-04",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-05",,"0.07","0.7",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-06",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-07",,"0.84","1.5",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-08",,"1.42","9.5",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-09",,"0.03","0.3",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-10",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-11",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-12",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-13",,"1.62","16.2",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-14",,"0.14","1.4",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-15",,"0.01","0.1",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-16",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-17",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-18",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-19",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-20",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-21",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-22",,"0.26","2.6",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-23",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-24",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-25",,"0.12","0.7",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-26",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-27",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-28",,"0.01","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-29",,"0.02","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-30",,"0.05","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-03-31",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-01",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-02",,"0.03","0.3",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-03",,"0.28","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-04",,"0.32","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-05",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-06",,"0.15","0.8",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-07",,"0.26","0.1",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-08",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-09",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-10",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-11",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-12",,"0.02","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-13",,"0.08","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-14",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-15",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-16",,"2.45","0.1",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-17",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-18",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-19",,"0.14","0.1",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-20",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-21",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-22",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-23",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-24",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-25",,"0.52","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-26",,"0.49","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-27",,"0.34","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-28",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-29",,"0.22","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-04-30",,"0.07","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-01",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-02",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-03",,"0.14","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-04",,"0.01","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-05",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-06",,"0.26","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-07",,"0.29","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-08",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-09",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-10",,"0.01","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-11",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-12",,"0.04","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-13",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-14",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-15",,"0.40","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-16",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-17",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-18",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-19",,"0.22","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-20",,"0.05","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-21",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-22",,"0.05","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-23",,"0.01","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-24",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-25",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-26",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-27",,"0.10","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-28",,"0.01","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-29",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-30",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-05-31",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-01",,"0.02","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-02",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-03",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-04",,"0.52","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-05",,"0.27","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-06",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-07",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-08",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-09",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-10",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-11",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-12",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-13",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-14",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-15",,"0.01","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-16",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-17",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-18",,"0.58","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-19",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-20",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-21",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-22",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-23",,"0.06","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-24",,"0.26","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-25",,"0.78","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-26",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-27",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-28",,"1.36","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-29",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-06-30",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-07-01",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-07-02",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-07-03",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-07-04",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-07-05",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-07-06",,"0.64","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-07-07",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-07-08",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-07-09",,"0.00","0.0",,,,,,,,,,,,
"US1MAES0004","GROVELAND 0.5 WSW, MA US","2018-07-10",,"0.00","0.0",,,,,,,,,,,,
